date,daily_transaction_volume,daily_revenue_usd,daily_new_customers,customer_churn_rate_pct,avg_response_time_ms,system_uptime_pct,fraud_detection_rate_pct,false_positive_rate_pct,year_month
2025-08-17,1212,60632.99,56,2.6,149.4,99.3,82.52,3.02,2025-08
2025-08-18,1247,62389.13,64,2.8,172.4,99.88,82.33,3.04,2025-08
2025-08-19,1169,58468.5,57,2.55,125.4,99.75,90.43,2.92,2025-08
2025-08-20,1121,56075.51,53,2.82,166.9,99.69,85.08,2.64,2025-08
2025-08-21,1210,60519.7,47,2.55,172.4,99.66,78.36,2.81,2025-08
2025-08-22,1169,58460.98,58,2.51,119.2,99.94,88.98,1.88,2025-08
2025-08-23,1249,62476.35,61,2.68,132.7,99.62,87.05,3.31,2025-08
2025-08-24,1257,62864.0,62,2.75,146.7,99.22,79.05,2.29,2025-08
2025-08-25,1184,59224.34,62,2.29,124.6,99.89,79.48,2.16,2025-08
2025-08-26,1251,62585.34,53,2.44,118.8,99.45,77.92,2.62,2025-08
2025-08-27,1256,62835.63,50,2.37,153.9,99.68,85.58,2.48,2025-08
2025-08-28,1231,61592.82,41,2.73,169.3,99.58,81.89,3.16,2025-08
2025-08-29,1285,64258.18,63,2.42,145.9,99.82,83.63,2.07,2025-08
2025-08-30,1187,59359.69,49,2.49,140.0,99.67,82.54,3.07,2025-08
2025-08-31,1192,59608.76,48,2.12,149.9,99.32,74.39,3.36,2025-08
2025-09-01,1166,58332.89,48,2.43,147.0,99.46,87.35,2.78,2025-09
2025-09-02,1174,58742.09,69,2.34,128.1,99.47,92.16,2.81,2025-09
2025-09-03,1161,58056.76,53,2.41,163.6,100.0,80.07,4.48,2025-09
2025-09-04,1201,60088.62,59,2.43,188.6,100.0,82.37,2.64,2025-09
2025-09-05,1236,61820.59,68,2.48,159.2,99.44,85.59,2.5,2025-09
2025-09-06,1164,58210.6,49,2.62,154.7,99.57,91.81,3.79,2025-09
2025-09-07,1150,57540.46,75,2.23,160.9,99.7,86.8,3.86,2025-09
2025-09-08,1225,61268.03,51,2.72,179.2,99.68,90.52,3.47,2025-09
2025-09-09,1170,58525.8,46,2.25,189.8,99.48,91.12,2.42,2025-09
2025-09-10,1193,59687.41,53,2.38,135.6,99.05,94.12,2.98,2025-09
2025-09-11,1174,58735.11,47,2.28,134.1,99.26,92.12,2.71,2025-09
2025-09-12,1217,60865.54,61,2.45,140.3,99.31,84.01,2.29,2025-09
2025-09-13,1187,59378.45,55,2.71,152.4,99.0,95.44,2.88,2025-09
2025-09-14,1169,58460.39,42,2.44,178.3,98.92,85.97,2.64,2025-09
2025-09-15,1242,62144.42,49,2.23,150.2,99.48,91.31,3.12,2025-09
2025-09-16,1281,64075.52,55,2.67,157.6,99.33,90.56,2.99,2025-09
2025-09-17,1207,60378.65,67,2.23,198.6,100.0,84.28,2.84,2025-09
2025-09-18,1153,57692.87,53,2.75,176.3,99.75,81.23,2.63,2025-09
2025-09-19,1159,57970.92,63,2.12,165.9,99.43,79.5,2.89,2025-09
2025-09-20,1182,59101.9,42,2.11,172.0,99.47,89.44,4.01,2025-09
2025-09-21,1181,59074.96,58,2.67,163.7,99.55,79.91,3.53,2025-09
2025-09-22,1059,52956.86,69,2.46,160.5,99.56,95.18,3.16,2025-09
2025-09-23,1171,58575.51,45,2.47,130.8,99.3,81.74,3.33,2025-09
2025-09-24,1195,59798.0,67,2.72,167.5,99.05,84.62,2.88,2025-09
2025-09-25,1077,53886.52,66,2.84,161.3,99.7,76.96,2.6,2025-09
2025-09-26,1166,58349.1,63,2.68,116.7,99.3,90.31,2.71,2025-09
2025-09-27,1211,60594.66,48,2.77,144.6,99.64,81.79,2.56,2025-09
2025-09-28,1191,59551.24,50,2.12,142.3,99.2,93.54,2.51,2025-09
2025-09-29,1250,62535.23,48,2.53,118.0,99.35,76.34,2.61,2025-09
2025-09-30,1166,58323.61,64,2.49,190.3,99.09,88.9,3.75,2025-09
2025-10-01,1164,58248.04,61,2.13,169.9,99.33,79.1,2.99,2025-10
2025-10-02,1232,61636.51,61,2.51,147.3,99.64,82.06,3.06,2025-10
2025-10-03,1136,56824.6,49,2.85,173.6,99.59,85.45,2.39,2025-10
2025-10-04,1187,59360.51,56,2.98,174.8,99.7,80.71,2.83,2025-10
2025-10-05,1129,56494.33,63,2.6,131.7,99.54,87.51,3.33,2025-10
2025-10-06,1215,60789.34,55,2.69,158.0,99.61,83.33,2.29,2025-10
2025-10-07,1304,65218.62,51,1.8,149.9,100.0,82.11,3.0,2025-10
2025-10-08,1169,58490.87,55,2.3,133.4,99.09,77.2,2.84,2025-10
2025-10-09,1080,54045.47,65,2.6,138.5,99.56,86.58,2.71,2025-10
2025-10-10,1156,57846.7,46,3.03,114.6,99.15,86.84,3.03,2025-10
2025-10-11,1214,60743.6,64,2.49,149.8,99.65,84.34,2.42,2025-10
2025-10-12,1305,65281.98,61,2.44,139.1,99.65,78.21,4.22,2025-10
2025-10-13,1116,55843.53,57,2.81,151.1,99.21,82.87,2.53,2025-10
2025-10-14,1182,59120.96,54,2.36,126.5,99.82,85.83,3.25,2025-10
2025-10-15,1186,59347.76,48,2.98,174.8,99.84,90.57,3.24,2025-10
2025-10-16,1145,57276.74,58,2.46,168.6,99.73,79.11,3.66,2025-10
2025-10-17,1249,62470.08,52,2.38,140.1,98.89,83.38,2.3,2025-10
2025-10-18,1229,61498.81,49,2.98,173.3,99.76,85.04,3.8,2025-10
2025-10-19,1138,56940.57,57,3.04,101.9,99.43,85.75,3.55,2025-10
2025-10-20,1143,57172.13,42,2.37,143.8,99.38,88.64,2.97,2025-10
2025-10-21,1240,62030.3,61,2.3,134.6,99.72,78.05,2.86,2025-10
2025-10-22,1127,56361.03,51,2.81,152.7,99.49,90.15,3.08,2025-10
2025-10-23,1207,60398.94,56,2.82,115.5,99.49,74.6,3.23,2025-10
2025-10-24,1191,59584.35,59,2.7,143.6,98.86,83.01,2.93,2025-10
2025-10-25,1286,64347.01,55,1.93,163.3,99.51,82.18,2.48,2025-10
2025-10-26,1102,55122.99,57,2.26,124.5,99.62,87.07,2.09,2025-10
2025-10-27,1210,60540.67,59,2.8,147.6,98.91,88.52,2.93,2025-10
2025-10-28,1253,62670.09,41,2.51,116.1,99.54,88.58,3.07,2025-10
2025-10-29,1144,57238.83,57,2.83,144.5,99.98,87.07,2.91,2025-10
2025-10-30,1285,64291.63,49,2.55,131.9,99.17,82.23,3.35,2025-10
2025-10-31,1181,59076.66,58,2.22,147.6,99.89,91.37,2.53,2025-10
2025-11-01,1190,59545.79,52,2.29,158.4,99.78,82.87,3.84,2025-11
2025-11-02,1266,63335.51,60,2.72,165.0,99.89,86.73,2.99,2025-11
2025-11-03,1239,61979.3,50,2.29,128.8,99.36,80.71,2.92,2025-11
2025-11-04,1167,58367.73,63,1.98,152.9,99.43,84.46,3.64,2025-11
2025-11-05,1207,60391.03,53,2.5,170.1,99.82,80.74,3.1,2025-11
2025-11-06,1112,55617.1,46,2.5,162.2,99.58,83.35,2.69,2025-11
2025-11-07,1278,63937.88,47,2.97,170.0,99.81,74.23,2.45,2025-11
2025-11-08,1222,61149.69,51,2.52,208.7,99.85,78.7,3.33,2025-11
2025-11-09,1242,62121.97,60,2.19,125.2,99.39,80.77,3.49,2025-11
2025-11-10,1197,59861.95,46,2.62,128.6,100.0,85.6,3.05,2025-11
2025-11-11,1212,60630.52,58,2.18,155.7,99.58,88.01,2.86,2025-11
2025-11-12,1306,65308.13,57,1.92,153.7,99.31,90.2,3.43,2025-11
2025-11-13,1142,57137.33,63,2.36,146.6,99.56,85.07,3.0,2025-11
2025-11-14,1196,59828.81,47,2.7,149.9,99.49,84.71,3.05,2025-11
2025-11-15,1268,63423.3,53,2.2,152.3,99.19,80.37,3.18,2025-11
2025-11-16,1161,58078.68,51,2.62,172.7,99.45,74.12,2.78,2025-11
2025-11-17,1254,62713.51,54,2.42,179.4,99.34,82.56,2.93,2025-11
2025-11-18,1172,58612.08,61,2.27,143.8,99.52,83.38,3.84,2025-11
2025-11-19,1227,61378.41,58,2.46,154.7,99.38,87.44,2.84,2025-11
2025-11-20,1182,59109.43,66,2.92,190.6,99.79,87.65,2.91,2025-11
2025-11-21,1318,65924.25,75,2.63,177.8,98.9,80.6,3.46,2025-11
2025-11-22,1273,63685.54,47,2.35,150.6,99.83,81.29,3.37,2025-11
2025-11-23,1307,65355.9,51,2.64,151.8,99.24,93.97,2.67,2025-11
2025-11-24,1235,61763.64,56,2.29,145.3,98.93,87.11,3.09,2025-11
2025-11-25,1270,63530.56,47,2.71,162.6,99.53,84.46,2.21,2025-11
2025-11-26,1249,62469.41,51,2.36,119.0,99.92,80.74,2.13,2025-11
2025-11-27,1223,61187.87,59,1.94,158.8,99.9,86.5,2.82,2025-11
2025-11-28,1291,64571.75,52,2.5,158.0,100.0,89.37,3.54,2025-11
2025-11-29,1318,65900.71,56,2.66,123.0,99.34,84.92,2.79,2025-11
2025-11-30,1434,71749.47,52,2.59,180.3,99.79,97.73,3.29,2025-11
